Artista,Genero,Origen_busqueda,Cancion,Year,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Listeners_LastFM,Playcount_LastFM,Artistas_Similares
Eternxlkz,funk,funk,SLAY!,2024,67smGwuPEtA6GAfeweAVNO,3xCc8FxQsm6AE7ZWJ7h5sx,77,"Nurbek Myssiyev, professionally known as Eternxlkz (or 'Eternal'), is an electronic producer from Kazakhstan most known for his chill/atmospheric Brazilfunk works, his most notable examples being the likes of ""SLAY!"", ""BRODYAGA FUNK"", & ""ENOUGH!"". His unique style has reached multiple Billboard and Shazam charting positions, and he is among the leading figures of the Brazilfunk movement.",311433,5238629,"LXNGVX, CURSEDEVIL, The Limba, EVILDXER, Jah Khalib"
Trueno,funk,funk,TRANKY FUNKY,2024,5XOz9c4Enw0fzyIFZRHds8,3EWJoKrG9XnCjvAPzkQZ88,67,"Mateo Palacios Corazzina, better known as Trueno, is an Argentine rapper and freestyler, originally from the La Boca neighborhood in Buenos Aires. He is known for his outstanding participation in rap battles, winning contests such as FMS Argentina and Red Bull Batalla De Los Gallos in 2019.

His debut album, Atrevido was released on July 23, 2020 through NEUEN and distributed by Sony Music Latin. The album features the collaborations of artists such as Alemán, Wos, Nicki Nicole and Bizarrap.",338493,17973612,"Wos, Paulo Londra, Lit Killah, Khea, Bhavi"
MVSTERIOUS,funk,funk,SLAVA FUNK!,2024,6yKJ79xxOazt97C09GvxSK,4vSAXNJg0q3iscJbAor60p,72,,42911,586930,"SHIPU, satirin, NCTS, Dygo, Andromeda"
MVSTERIOUS,funk,funk,SLAVA FUNK! - Slowed,2024,5V7BQt2MpxxjHapbEdSNMV,4vSAXNJg0q3iscJbAor60p,67,,42911,586930,"SHIPU, satirin, NCTS, Dygo, Andromeda"
TUNE UNIVERSE,funk,classic funk,Funky Fusion,2024,5kHnW5wBk88rSnEkS5Oc0N,3ooyARPcPZ7vYOege7pD4l,26,,500,1039,"Melody Explorer, AmbientAura, Arilena Rexha, Cinematic Leisure, Nebula Xanadu"
Paolo MIllon,funk,classic funk,Funk of the Future,2024,4tLRzW4xTpQPbOjhtr8ajV,11vFrTTsaaS5ev78tG03sk,21,,1862,4612,"MIguel Blank Jr, Emma Shahi, Mikado Koko, Sibille Crawford, Ernesto Vallini"
Joey Finnz,funk,classic funk,Funk Around,2024,2Ukof5YNqVNze0rUPTht3m,1INOLJ4oJqdNxivhvf4ipV,1,,18,30,
Kemmei Adachi,funk,classic funk,Muteki Funk,2024,788vTWpjkvvxGmzMFPuPDe,0TrNstPaeRP0BI4Q5qCclZ,22,,7489,139861,"Nobuyuki Shimizu, Kemmei Adachi, Kouji Niikura, Greg Irwin, Hiroaki Takechi, Jeff Gedert, Tomonobu Kikuchi, Melody Chubak"
Mc Brinquedo,funk,classic funk,Clássica,2024,4WyefaF5kzyeaMhaqJYVmR,0iL62PHdIfzs24CVrQBy2X,30,"Vinícius Ricardo, conhecido como MC Brinquedo é um jovem funkeiro nascido em São Paulo e autor da música 'Boquinha De Aparelho'. O cantor começou praticar na esquina da própria casa, brincando com seus amigos. Durante uma das cantorias, o Mc 2K, padrinho do Mc Brinquedo, o chamou para fazer parte da equipe de artistas do escritório da KL.

Brinquedo tornou-se popular na internet fazendo uso de redes sociais como o facebook, Twitter e Instagram, onde com frequência interage com fãs e publica seu dia a dia.",79745,950434,"MC Kevin, MC Hariel, THEUZ ZL, Mc Dede, Mc Poze do Rodo"
Floorplan,funk,classic funk,Summa Funk,2024,2O8DDuk0uguyqqbhciL7jJ,11q2C0jSRLoLELO7cyPWOx,14,"Floorplan is the father-daughter duo of Robert & Lyric Hood who have re-positioned the euphoric feel of gospel into their disco, funk and soul styled house across the world’s dancefloors.

Their latest album ‘Victorious’, the second Floorplan album that fell hot on the heels of the hit single ‘Music/Tell You No Lie’, was released in June 2016 on Robert Hood’s own M-Plant imprint. The album is the follow up to 2013’s ‘Paradise’ which spawned ‘Let’s Ride, ‘Baby Baby’ and the massive ‘Never Grow Old’.",73996,562306,"Robert Hood, Gary Beck, Terrence Parker, Octave One, DJ Bone"
Filarmónica União Sertaginense,funk,classic funk,Funk Attack,2024,15xOzXssX2iN1FKiDqy06J,2nJY1dYCWkUZ3B3J5x9b7D,1,,5,41,
Lofi Cat,funk,classic funk,Funky Feline,2024,7pgPyTF7EnJFje5OvpB1e7,3yZkwAyptV8t08DaFI2MVR,2,,8162,46644,"Lobster Gibbs, Loopy Luke, TER.N, omar bmar, Move Da Beat"
Stacy Kidd,funk,classic funk,Music For You - MF Mix,2024,5mgWJyUi9CRaHHo7SFwyfI,6rNPxgPbhYdAv9tkkhOio7,16,"Stacy Kidd was born in Chicago in 1972 and started DJing in 1987 after being amazed by the music he was hearing on the radio. He started out recording Chicago house mixes off the radio, and would try to mix them together with 2 tape decks. He would even try to mix them together on one radio with 2 tape players on it. After doing that for a year, Stacy began to have a good ear for the music and started to buy records…. but didn’t even own a turntable yet.",13498,54413,"Bryan Jones, Lawnchair Generals, Kinky Movement, Joey Youngman, Joshua Heath"
Chris Joss,funk,classic funk,Exit Time,2024,1QkPSgaMRZxVgBtJGLUuTZ,0rAlKNqIlX8zJnHkaLQ4ux,11,"Frenchman Chris Joss is a self-taught multi-instrumentalist and autonomous studio producer. Having lived in London most of the 90's, Joss digested the vibrant music scenes of the city while working as a sound engineer and playing bass & guitar in bands.

in 96 he records his first album The Man With a Suitcase, the soundtrack to an imaginary 60's TV series, a tribute to Lalo Schifrin, John Barry, Quincy Jones, Laurie Johnson. Released in '99 on indie label Pulp Flavor with the Bombay By Bus EP.",124412,2059640,"Soma Sonic, Zimpala, The Mighty Bop, Marsmobil, Bobby Hughes Combination"
Willow Stephens,funk,classic funk,Tunnel Vision,2024,1Vkn7qPTWmEl6yDR46RjAN,6lgYtcJdANfL1cE4OsQxot,26,,4428,41287,"Dylan Chambers, Jess Best, Jessie Early, Ezra Jordan, Citizens & Saints"
Kawai Sprite,funk,classic funk,out of cbd,2024,7f12cQKk5Hj6wFIIwpH26O,4nemZnzaHpydHG2Q5rEfb2,25,"Isaac Garcia, better known online as Kawai Sprite, is an American musician. He is the composer and sound designer for Friday Night Funkin'.",100700,2712732,"the scary jokes, Retrospecter, Sodikken, Spellcasting, Griffinilla"
Ray Charles,funk,classic funk,Mary Ann,2024,1W2VjMhyAI2b7gZCmaROn2,4q52tnb3lUSTa52M3bhKH8,15,"Ray Charles (Ray Charles Robinson,  Albany, Georgia, September 23, 1930 - Beverly Hills, California, June 10, 2004), was an American singer-songwriter, musician, arranger, and band leader. 

As a rock and roll, rhythm & blues, soul, blues, jazz, country and pop musician he helped to shape the sound of rhythm & blues.

He brought a soulful sound to everything from country music (""I Can't Stop Loving You"") to rock and roll (""Mess Around""), to pop standards to a now-iconic rendition of ""America the Beautiful.",2755619,43423872,"Otis Redding, Sam Cooke, Etta James, Nina Simone, Aretha Franklin"
Boston Bun,funk,classic funk,RELIEVED // GUILTY,2024,6RcFj6knQNW2amp1hmoODU,2h0lV7YzcGo848qg5mKsBL,20,"Boston Bun discovered electronic music on TV when he was 16 years old. He watched video clips by The Chemical Brothers, The Detroit Grand Pubahs or Basement Jaxx. It became obvious to him: he would be a director of strange videos. While learning how to be a director, he discovered music production.

A few years later, producing tracks in his bedroom and looking for vinyl nuggets on YouTube were his main activity. In 2012, Boston Bun completed work on his first official remix, and started mixing at the Social Club twice a month.",156022,1144996,"Busy P, Swimming Paul, ATRIP, Myd, Barry Can’t Swim"
Lofi Cat,funk,classic funk,Urban Purr-spectives,2024,0zcjjQKZr8qHfoFiKDwMbN,3yZkwAyptV8t08DaFI2MVR,5,,8162,46644,"Lobster Gibbs, Loopy Luke, TER.N, omar bmar, Move Da Beat"
Codec,funk,classic funk,LACRIMOSA FUNK,2024,0nxLpr7lBfQO1Jh4Ugf153,2pntjCoFH1m81XLO02aAmz,22,"There exist at least 5 different artists named Codec, including an unsigned rock band and an electronic duo active between 1999-2003. 
1. Progressive rock band: Codec is a band that makes music that is at once dangerous and beautiful, that channels the future through the past to compress and make sense of life and death. Their work deciphers the immense data of our uncertain existence and presents it on a soul level.

Band members:
Brian C. Andrews",27381,187815,"32 Leaves, АИГЕЛ, Mushmellow, Norma Tale, Hypnogaja"
Eddy Mendez,funk,classic funk,Time To Get Funky - Vytline Mix,2024,14683qz9wH4FU4h9jwzYuq,4PlEUMGvjLagohzokggPT3,0,,73,138,
Peggy Lee,funk,classic funk,Why Don't You Do Right,2024,3AFtH0YWCDsgwrwqh8ylnG,6X0tAcj2WY5Fqapny3MkMJ,21,"Peggy Lee (26 May 1920 – 21 Jan 2002), was an American Grammy Award-winning jazz/popular music singer-songwriter and Academy Award-nominated actress. She was born Norma Deloris Egstrom in Jamestown, North Dakota. Lee has been cited as an influence by such diverse artists as Bobby Darin, Paul McCartney, Bette Midler, Madonna, Shirley Horn, k.d. lang, Elvis Costello, Dusty Springfield, Dr. John, and numerous others. As a songwriter, she collaborated with Sonny Burke",1488981,12637706,"Julie London, Dinah Washington, June Christy, Doris Day, Sarah Vaughan"
Rachel Portman,funk,classic funk,Tipping Points: VI. Epilogue,2024,0gaKfpB6oultpdOukW1xt8,54zwS28fTWKsZpw3D6wJOl,17,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Patrick DJ,funk,classic funk,Titanic,2024,1KI2Vp2jOjaCB5dk9MjNHZ,7xjGnuFfv0wD4w8CBcwzGn,37,,60162,404844,"MC C4, Décio Gomes, MC Madimbu, Dj Rokazz, DJ PIRES"
Crate Classics,funk,classic funk,Poison - Potential Badboy Remix,2024,0aseMxZ638eTXqXhSykwcU,3y412ik8DPKnGkwTO9uOzk,26,,16672,60089,"Duskee, Channell, Coffee Shop Jungle, SL8r, Sempra"
Rachel Portman,funk,classic funk,Tipping Points: V. Earth,2024,0XsrTK7LyG72p19ST3T4y3,0jX7FjzadE3aDDqwasTJyK,19,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Rachel Portman,funk,classic funk,Tipping Points: II. Air,2024,46YqUxUjtptxhK9QZR5GYW,54zwS28fTWKsZpw3D6wJOl,4,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Funky DL,funk,classic funk,Shackled Hearts - Instrumental,2024,5HdelP06qpEp6jQuTOlCO6,4e5P8GG5z6yY7dOvatcpkr,18,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In",172955,2122468,"Substantial, Pase Rock, Shing02, Nujabes, Cyne"
Q Bass,funk,classic funk,Funky Hardcore - DJ Hype Remix,2024,3xIBYjmETL57zbyyQAQLfw,7CwGoL907vLBGOLSVJEMFn,4,,2786,10832,"Phuture Assassins, Basement Phil, Nick OD, Satin Storm, Wax Doctor & Jack Smooth"
Joe Zangie,funk,classic funk,I'll Be Loving You - Classic Mix,2024,6DS9ghZJmZC8t5RoJ70OZO,11BXsyGZqkLJ0Bc479vh9y,30,,953,4979,"Pure Pleazure, Bobby Delante, Miguel Reyes, Shayme, Samantha Gervasio"
Rachel Portman,funk,classic funk,Tipping Points: V. Earth,2024,58WPJr9kV6SsBBsxcGQqDB,3aWJas2gpESowBRuUfepVj,4,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Funkerman,funk,classic funk,Speed Up - Ben Sterling Remix,2024,2hoiqOCWSahPNS71Nz433s,2KCcv9fJh7rxggPkntz3k1,16,"http://www.facebook.com/funkerman
http://www.youtube.com/funkermantube/  

Funkerman, known to his postman as Ardie van Beek, (born 1975, Breda, The Netherlands), is a well known DJ/producer and founder of Flamingo Recordings.

From his first love of pioneering US hip hop, through obsessive crate digging for classic soul, Disco and Funk, to riding on the first waves of US house; he has always been on a quest to find, make and play new and exciting music.",190869,925745,"Fedde Le Grand, Bob Sinclar, Chocolate Puma, Junior Jack, Axwell"
Rachel Portman,funk,classic funk,Tipping Points: III. Water,2024,5b0xs3B9XjBFpnTAJIIFxR,54zwS28fTWKsZpw3D6wJOl,4,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Rachel Portman,funk,classic funk,Tipping Points: II. Air,2024,026Ap4rJkaS3CMe8ii47ca,3aWJas2gpESowBRuUfepVj,5,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Rachel Portman,funk,classic funk,Tipping Points: III. Water,2024,7pjBMNabRjZy0IqSrag6oZ,5Xn4qjMhpQSEDckuPAhiZw,34,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Rachel Portman,funk,classic funk,Tipping Points: I. Invocation,2024,2JAotouT2mATp9c8qFt5Jc,3aWJas2gpESowBRuUfepVj,6,"Rachel Mary Berkeley Portman (born 11 December 1960 in Haslemere, England, UK) is a British composer, best known for scoring films. She was educated at Charterhouse School and Worcester College, Oxford.

Ms. Portman has composed the scores for dozens of feature films, including ""Emma"", ""Chocolat"", ""Oliver Twist"", ""The Cider House Rules"", ""The Duchess"", and ""Never Let Me Go"".
She was the first female composer to win an Academy Award in the category of Best Musical or Comedy Score (for ""Emma"" in 1996).",396149,5501997,"Thomas Newman, James Horner, James Newton Howard, Dario Marianelli, Mark Isham"
Curtis Mayfield,funk,classic funk,Move On Up,2024,00dL7e40LaoHJHswVb0h4E,3e8iDUiF5Al2hKrNySeWbX,25,"Curtis Mayfield (June 3, 1942 – December 26, 1999) was an American soul, funk and rhythm and blues, singer-songwriter and guitarist from Chicago, Illinois.

Mayfield is probably best known for his anthemic music with The Impressions and for the soundtrack to the blaxploitation film Superfly.

Perhaps because he didn't cross over to the pop audience as heavily as Motown's stars, it may be that the scope of Curtis Mayfield's talents and contributions have yet to be fully recognized.",1420770,20104522,"Isaac Hayes, Al Green, Marvin Gaye, The Impressions, Sly & The Family Stone"
Funky DL,funk,classic funk,Change Gears - Instrumental,2024,2UbpxaOiQucm6n3tQlsCPn,4e5P8GG5z6yY7dOvatcpkr,27,"Back in 1995 a 17-year-old MC took to the hip-hop scene in the UK. Armed only with a few demos and oblivious of how to prosper in the music industry, little did he know he would end up being one of the few pioneers of hip-hop in the UK.

Funky DL started earning props when his music received regular air play on stations such as Kiss FM, Choice FM and Radio one by the likes of veteran Jockeys such as DJ 279, Max LX and Dave VJ and Tim Westwood.

In",172955,2122468,"Substantial, Pase Rock, Shing02, Nujabes, Cyne"
svlient,funk,classic funk,CLÁSSICO DE CULTO PHONK,2024,3Pxaa1fgOKXknYFqKtFI5V,5sFbwOz2x6CXtQkUcr5DKT,19,,36457,291623,"SHIPU, N1VALL, MORIUM, SEKIRX, Codet"
Eru Flow Flame,funk,classic funk,Montagem Coral (Slowed),2024,2Vd9NWHZ5nGrXmVV1gHxCJ,12ScnFCyfi2OHren7dVCsH,27,,5501,31182,"Codet & Rezcaze, BACD, xxxcharacter, xxephyrr & FYUZHN, MGD & KhangMxne"
Swoosh,funk,classic funk,Touch,2024,0MwSy08n4JFvUCGMogz2Xf,0SQFyjExg2msQL7xm8Pdw2,41,"DJ Swoosh (FIN)

Swoosh a.k.a. Tero Viento attended the first Finnish warehouse parties of the early 90s and has been obsessed with techno culture ever since. Many of the early genres of electronic dance music such as acid, rave, hardcore and drum’n’bass have influenced his current selection of tunes. Especially the harder, harsher side of dance music appealed to him, and albums from numerous different genres piled up in his collection over the years.",17639,54357,"Ill Figure, Dream Team, The Pressure Crew, Skeptic, Aphrodite & Mickey Finn"
Dennis Ferrer,funk,classic funk,Hey Hey - Radio Edit,2024,1QV7xJdprI0JOA6GeGBHCh,1gZJOuvWSfZ1e6IVV8OkIq,26,"As one-half of Sfere Recordings along with house legend Kerri Chandler, Dennis Ferrer’s name has rapidly built momentum over the past five years amongst house music aficionados. Ferrer's soulful and afro-house influenced productions have appeared on leading house music labels stateside and in Europe.   With a discography of original productions that extend from respected labels such as Sfere, Ibadan, Large, and King Street to Basic Recordings, Madhouse and Chillifunk, Ferrer is poised at the very top of the game.",223508,1288664,"Kings of Tomorrow, DJ Gregory, Kerri Chandler, Mood II Swing, Cassimm"
Gold Record,funk,classic funk,Classical Form,2024,0laaBFNbhgNUUa5wrvWYbU,1HVVpZWkvVXEfJVeszhqk8,15,,488,1026,"Just Is, Dave Smallen, Paul Willis, Jakhari Smith, the Burroughs"
Antonio Vivaldi,funk,classic funk,"The New Four Seasons - Spring: II. Shepherd's Wildest Dreams (After Violin Concerto No. 1, Op. 8, RV 269, II. Largo, Arr. by Wolf Kerschek)",2024,1QxMIioUmAxh7nlhdQuQvd,6uGXlJMXfdtinhX2GW32S6,18,"Antonio Lucio Vivaldi (4 March 1678 – 28 July 1741) was an Italian composer, virtuoso violinist, impresario of Baroque music, and Roman Catholic priest. He is regarded as one of the leading Baroque composers, with a significant influence across Europe during his lifetime. Vivaldi contributed to developments in orchestration, violin technique, and programmatic music. He played a key role in consolidating the concerto form, particularly the solo concerto, into a widely recognised musical idiom.",1929333,40854490,"Georg Friedrich Händel, Johann Sebastian Bach, Wolfgang Amadeus Mozart, Georg Philipp Telemann, Ludwig van Beethoven"
Louis Cole,funk,classic funk,Wizard Funk,2024,4tURjoOhd7wxL412yA8lb1,1hD0obPJIc7yi3RwwREblP,29,"Louis Cole is a Los Angeles-based singer-songwriter, producer and multi-instrumentalist. He is one half of the electro funk duo KNOWER, which he formed with Genevieve Artadi in 2009. The two also frequently collaborate with each other on their respective releases. He is also a member of the experimental duo Clown Core.

Louis released his third studio album Time in 2018. He also has an active YouTube channel where he uploads music videos and other related content, including short comedy songs.",198029,4607813,"KNOWER, Genevieve Artadi, Vulfpeck, Vulfmon, The Fearless Flyers"
